customer_id,external_id,email,state,segment,signup_date,last_update
CUST_00061,EXT_00243,userext_00243@email.com,RJ,,2023-09-06,2023-12-08
CUST_00062,EXT_00219,userext_00219@email.com,CE,low,2023-03-26,2023-06-01
CUST_00063,EXT_00003,userext_00003@email.com,CE,high,2023-08-21,2023-10-03
CUST_00064,EXT_00434,userext_00434@email.com,,,2023-03-21,2023-04-08
CUST_00065,EXT_00304,userext_00304@email.com,RJ,low,2023-10-24,2024-03-30
CUST_00066,EXT_00556,userext_00556@email.com,SP,high,2023-01-30,2023-01-12
CUST_00067,EXT_00599,userext_00599@email.com,CE,mid,2023-01-30,2023-05-10
CUST_00068,EXT_00083,userext_00083@email.com,RJ,low,2023-11-01,2023-10-19
CUST_00069,EXT_00692,userext_00692@email.com,RJ,,2023-03-03,2023-09-16
CUST_00070,EXT_00584,userext_00584@email.com,RJ,low,2023-11-14,2023-11-04
CUST_00071,EXT_00430,userext_00430@email.com,,high,2023-05-14,2023-06-05
CUST_00072,EXT_00686,userext_00686@email.com,,high,2023-05-03,2023-06-09
CUST_00073,EXT_00406,userext_00406@email.com,RJ,high,2023-08-23,2023-10-12
CUST_00074,EXT_00770,userext_00770@email.com,SP,low,2023-08-23,2023-12-30
CUST_00075,EXT_00577,userext_00577@email.com,SP,low,2023-10-03,2023-10-27
CUST_00076,EXT_00519,userext_00519@email.com,MG,mid,2023-06-28,2024-01-09
CUST_00077,EXT_00071,userext_00071@email.com,RJ,high,2023-05-26,2023-06-05
CUST_00078,EXT_00449,userext_00449@email.com,BA,high,2023-11-10,2024-05-04
CUST_00079,EXT_00670,userext_00670@email.com,BA,low,2023-12-08,2024-06-04
CUST_00080,EXT_00568,userext_00568@email.com,MG,low,2023-03-10,2023-04-16
CUST_00081,EXT_00119,userext_00119@email.com,SP,mid,2023-05-20,2023-07-01
CUST_00082,EXT_00620,userext_00620@email.com,RJ,high,2023-04-15,2023-09-07
CUST_00083,EXT_00650,userext_00650@email.com,MG,,2023-05-09,2023-11-11
CUST_00084,EXT_00053,userext_00053@email.com,SP,,2023-05-22,2023-05-03
CUST_00085,EXT_00004,userext_00004@email.com,MG,mid,2023-11-23,2023-12-30
CUST_00086,EXT_00166,userext_00166@email.com,,,2023-10-10,2024-03-08
CUST_00087,EXT_00438,userext_00438@email.com,BA,low,2023-02-27,2023-02-16
CUST_00088,EXT_00708,userext_00708@email.com,RJ,low,2023-07-09,2023-11-05
CUST_00089,EXT_00566,userext_00566@email.com,RJ,,2023-03-07,2023-02-15
CUST_00090,EXT_00316,userext_00316@email.com,MG,low,2023-07-03,2023-07-26
CUST_00091,EXT_00699,userext_00699@email.com,RJ,low,2023-07-01,2023-12-17
CUST_00092,EXT_00574,userext_00574@email.com,CE,mid,2023-05-02,2023-11-09
CUST_00093,EXT_00167,userext_00167@email.com,RJ,,2023-01-13,2023-01-28
CUST_00094,EXT_00755,userext_00755@email.com,MG,,2023-12-09,2024-06-17
CUST_00095,EXT_00753,userext_00753@email.com,RJ,high,2023-03-23,2023-09-10
CUST_00096,EXT_00719,userext_00719@email.com,SP,,2023-01-20,2023-07-28
CUST_00097,EXT_00482,userext_00482@email.com,RJ,mid,2023-08-24,2023-10-22
CUST_00098,EXT_00313,userext_00313@email.com,RJ,mid,2023-01-13,2023-05-31
CUST_00099,EXT_00198,userext_00198@email.com,CE,high,2023-05-23,2023-11-30
CUST_00100,EXT_00072,userext_00072@email.com,MG,high,2023-11-25,2024-03-04
CUST_00101,EXT_00410,userext_00410@email.com,,high,2023-01-15,2023-01-14
CUST_00102,EXT_00899,userext_00899@email.com,MG,mid,2023-10-25,2023-12-01
CUST_00103,EXT_00040,userext_00040@email.com,SP,,2023-06-26,2023-11-29
CUST_00104,EXT_00806,userext_00806@email.com,MG,,2023-11-07,2024-02-15
CUST_00105,EXT_00119,userext_00119@email.com,CE,mid,2023-05-11,2023-04-22
CUST_00106,EXT_00726,userext_00726@email.com,CE,low,2023-09-24,2024-03-18
CUST_00107,EXT_00552,userext_00552@email.com,,mid,2023-07-06,2023-09-24
CUST_00108,EXT_00072,userext_00072@email.com,,high,2023-11-16,2024-01-05
CUST_00109,EXT_00680,userext_00680@email.com,SP,high,2023-09-17,2023-11-05
CUST_00110,EXT_00683,userext_00683@email.com,CE,high,2023-07-26,2023-12-21
CUST_00111,EXT_00303,userext_00303@email.com,BA,mid,2023-04-09,2023-06-25
CUST_00112,EXT_00681,userext_00681@email.com,CE,mid,2023-11-12,2024-03-06
CUST_00113,EXT_00309,userext_00309@email.com,CE,low,2023-06-05,2023-07-18
CUST_00114,EXT_00216,userext_00216@email.com,CE,high,2023-08-27,2023-11-18
CUST_00115,EXT_00453,userext_00453@email.com,,mid,2023-09-19,2023-12-19
CUST_00116,EXT_00813,userext_00813@email.com,,mid,2023-12-04,2023-11-25
CUST_00117,EXT_00291,userext_00291@email.com,BA,high,2023-02-17,2023-08-15
CUST_00118,EXT_00770,userext_00770@email.com,RJ,high,2023-04-26,2023-10-19
CUST_00119,EXT_00204,userext_00204@email.com,RJ,low,2023-01-24,2023-02-25
CUST_00120,EXT_00487,userext_00487@email.com,BA,low,2023-08-22,2023-11-06
CUST_00121,EXT_00645,userext_00645@email.com,BA,mid,2024-01-03,2024-05-30
CUST_00122,EXT_00394,userext_00394@email.com,CE,,2023-05-05,2023-05-12
CUST_00123,EXT_00672,userext_00672@email.com,,low,2024-01-20,2024-07-28
CUST_00124,EXT_00789,userext_00789@email.com,SP,,2023-04-23,2023-05-08
CUST_00125,EXT_00824,userext_00824@email.com,,,2023-01-26,2023-05-18
CUST_00126,EXT_00256,userext_00256@email.com,SP,,2023-03-10,2023-09-01
CUST_00127,EXT_00476,userext_00476@email.com,,high,2024-01-22,2024-08-07
CUST_00128,EXT_00454,userext_00454@email.com,BA,,2023-10-08,2023-12-31
CUST_00129,EXT_00163,userext_00163@email.com,,,2023-08-19,2023-09-24
CUST_00130,EXT_00770,userext_00770@email.com,RJ,high,2024-01-28,2024-07-15
CUST_00131,EXT_00534,userext_00534@email.com,CE,mid,2023-05-21,2023-08-11
CUST_00132,EXT_00080,userext_00080@email.com,,high,2023-05-01,2023-06-09
CUST_00133,EXT_00344,userext_00344@email.com,MG,low,2023-03-12,2023-03-20
CUST_00134,EXT_00237,userext_00237@email.com,CE,mid,2023-12-28,2024-01-21
CUST_00135,EXT_00066,userext_00066@email.com,CE,,2023-06-19,2023-10-05
CUST_00136,EXT_00478,userext_00478@email.com,CE,low,2023-04-16,2023-10-16
CUST_00137,EXT_00431,userext_00431@email.com,CE,low,2024-01-27,2024-05-23
CUST_00138,EXT_00390,userext_00390@email.com,CE,low,2023-06-30,2023-08-15
CUST_00139,EXT_00772,userext_00772@email.com,CE,,2023-10-03,2024-03-12
CUST_00140,EXT_00753,userext_00753@email.com,BA,mid,2023-09-07,2023-10-03
CUST_00141,EXT_00280,userext_00280@email.com,CE,,2023-01-15,2023-03-25
CUST_00142,EXT_00345,userext_00345@email.com,,,2024-01-06,2024-01-18
CUST_00143,EXT_00861,userext_00861@email.com,CE,mid,2023-11-15,2024-02-29
CUST_00144,EXT_00028,userext_00028@email.com,CE,low,2023-02-12,2023-06-26
CUST_00145,EXT_00439,userext_00439@email.com,RJ,,2023-04-04,2023-03-17
CUST_00146,EXT_00267,userext_00267@email.com,CE,high,2023-04-19,2023-07-14
CUST_00147,EXT_00335,userext_00335@email.com,MG,,2023-05-23,2023-11-01
CUST_00148,EXT_00852,userext_00852@email.com,CE,high,2023-02-11,2023-05-12
CUST_00149,EXT_00020,userext_00020@email.com,,low,2023-06-29,2023-07-26
CUST_00150,EXT_00666,userext_00666@email.com,SP,low,2024-01-22,2023-12-30
CUST_00151,EXT_00254,userext_00254@email.com,RJ,low,2023-11-15,2023-11-24
CUST_00152,EXT_00245,userext_00245@email.com,RJ,,2023-12-09,2023-12-08
CUST_00153,EXT_00578,userext_00578@email.com,RJ,,2023-12-25,2024-01-29
CUST_00154,EXT_00786,userext_00786@email.com,MG,mid,2023-11-07,2024-03-11
CUST_00155,EXT_00766,userext_00766@email.com,,low,2024-02-03,2024-07-31
CUST_00156,EXT_00168,userext_00168@email.com,MG,low,2023-10-24,2023-09-30
CUST_00157,EXT_00320,userext_00320@email.com,BA,,2023-07-23,2023-12-23
CUST_00158,EXT_00204,userext_00204@email.com,SP,mid,2023-02-22,2023-07-20
CUST_00159,EXT_00792,userext_00792@email.com,MG,low,2023-10-17,2024-04-04
CUST_00160,EXT_00043,userext_00043@email.com,MG,,2023-12-05,2024-02-07
CUST_00161,EXT_00071,userext_00071@email.com,BA,high,2023-01-07,2023-07-13
CUST_00162,EXT_00431,userext_00431@email.com,CE,low,2023-08-10,2023-10-11
CUST_00163,EXT_00651,userext_00651@email.com,CE,mid,2023-08-11,2023-08-26
CUST_00164,EXT_00752,userext_00752@email.com,BA,high,2023-11-12,2024-05-06
CUST_00165,EXT_00552,userext_00552@email.com,CE,,2023-08-12,2024-02-09
CUST_00166,EXT_00749,userext_00749@email.com,BA,high,2023-06-15,2023-12-20
CUST_00167,EXT_00252,userext_00252@email.com,SP,high,2023-08-19,2023-09-20
CUST_00168,EXT_00769,userext_00769@email.com,CE,,2023-06-22,2023-05-30
CUST_00169,EXT_00507,userext_00507@email.com,MG,mid,2023-09-07,2023-10-01
CUST_00170,EXT_00364,userext_00364@email.com,MG,high,2023-05-24,2023-12-05
CUST_00171,EXT_00611,userext_00611@email.com,,high,2023-10-12,2023-09-14
CUST_00172,EXT_00530,userext_00530@email.com,RJ,low,2023-05-04,2023-10-05
CUST_00173,EXT_00417,userext_00417@email.com,CE,mid,2023-12-20,2024-03-20
CUST_00174,EXT_00662,userext_00662@email.com,,,2023-08-18,2024-02-06
CUST_00175,EXT_00018,userext_00018@email.com,SP,high,2023-04-24,2023-07-06
CUST_00176,EXT_00709,userext_00709@email.com,RJ,high,2023-12-06,2024-04-02
CUST_00177,EXT_00378,userext_00378@email.com,CE,high,2023-08-06,2024-01-13
CUST_00178,EXT_00564,userext_00564@email.com,MG,high,2023-12-26,2024-03-21
CUST_00179,EXT_00278,userext_00278@email.com,MG,high,2023-04-29,2023-04-29
CUST_00180,EXT_00739,userext_00739@email.com,RJ,high,2023-03-03,2023-08-10
CUST_00181,EXT_00549,userext_00549@email.com,,mid,2023-04-09,2023-05-04
CUST_00182,EXT_00757,userext_00757@email.com,CE,high,2024-01-06,2024-05-05
CUST_00183,EXT_00779,userext_00779@email.com,BA,high,2023-02-21,2023-08-23
CUST_00184,EXT_00199,userext_00199@email.com,MG,mid,2023-07-04,2023-07-19
CUST_00185,EXT_00310,userext_00310@email.com,SP,mid,2023-05-21,2023-05-02
CUST_00186,EXT_00056,userext_00056@email.com,BA,high,2023-12-24,2023-12-26
CUST_00187,EXT_00654,userext_00654@email.com,CE,low,2023-01-07,2023-05-03
CUST_00188,EXT_00292,userext_00292@email.com,CE,,2023-08-14,2023-10-10
CUST_00189,EXT_00189,userext_00189@email.com,SP,high,2023-09-02,2023-09-01
CUST_00190,EXT_00842,userext_00842@email.com,SP,,2023-09-09,2023-08-28
CUST_00191,EXT_00591,userext_00591@email.com,,low,2023-03-19,2023-03-27
CUST_00192,EXT_00831,userext_00831@email.com,BA,high,2023-02-13,2023-03-18
CUST_00193,EXT_00122,userext_00122@email.com,BA,,2023-11-07,2024-03-08
CUST_00194,EXT_00810,userext_00810@email.com,BA,mid,2024-02-02,2024-05-15
CUST_00195,EXT_00390,userext_00390@email.com,CE,,2023-06-02,2023-12-09
CUST_00196,EXT_00603,userext_00603@email.com,CE,high,2023-10-19,2024-02-24
CUST_00197,EXT_00062,userext_00062@email.com,BA,low,2024-01-26,2024-02-18
CUST_00198,EXT_00641,userext_00641@email.com,RJ,high,2023-12-05,2023-11-25
CUST_00199,EXT_00161,userext_00161@email.com,RJ,mid,2023-10-10,2023-09-29
CUST_00200,EXT_00161,userext_00161@email.com,SP,,2023-08-19,2024-01-12
CUST_00201,EXT_00609,userext_00609@email.com,CE,high,2023-01-17,2023-02-15
CUST_00202,EXT_00296,userext_00296@email.com,,high,2023-12-26,2024-07-03
CUST_00203,EXT_00465,userext_00465@email.com,SP,mid,2023-05-16,2023-11-03
CUST_00204,EXT_00811,userext_00811@email.com,,mid,2023-08-06,2023-08-05
CUST_00205,EXT_00558,userext_00558@email.com,RJ,mid,2023-05-17,2023-11-14
CUST_00206,EXT_00146,userext_00146@email.com,SP,low,2023-03-26,2023-09-14
CUST_00207,EXT_00315,userext_00315@email.com,BA,high,2023-08-13,2023-08-14
CUST_00208,EXT_00480,userext_00480@email.com,,high,2023-12-25,2024-03-07
CUST_00209,EXT_00279,userext_00279@email.com,BA,,2023-08-13,2023-08-03
CUST_00210,EXT_00613,userext_00613@email.com,SP,,2024-01-12,2024-03-04
CUST_00211,EXT_00619,userext_00619@email.com,MG,low,2023-02-16,2023-03-16
CUST_00212,EXT_00691,userext_00691@email.com,BA,low,2024-01-27,2024-06-17
CUST_00213,EXT_00842,userext_00842@email.com,MG,low,2024-01-26,2024-07-07
CUST_00214,EXT_00180,userext_00180@email.com,CE,,2023-05-23,2023-06-08
CUST_00215,EXT_00600,userext_00600@email.com,CE,,2023-02-16,2023-05-17
CUST_00216,EXT_00357,userext_00357@email.com,CE,high,2023-06-14,2023-11-02
CUST_00217,EXT_00108,userext_00108@email.com,RJ,high,2023-07-30,2023-12-24
CUST_00218,EXT_00508,userext_00508@email.com,MG,,2024-01-25,2024-05-14
CUST_00219,EXT_00038,userext_00038@email.com,CE,low,2023-06-11,2023-07-15
CUST_00220,EXT_00332,userext_00332@email.com,SP,,2023-09-21,2024-03-20
CUST_00221,EXT_00002,userext_00002@email.com,,,2023-07-31,2023-07-14
CUST_00222,EXT_00193,userext_00193@email.com,BA,high,2023-11-15,2024-04-26
CUST_00223,EXT_00511,userext_00511@email.com,,,2024-01-25,2024-01-08
CUST_00224,EXT_00209,userext_00209@email.com,MG,mid,2023-05-28,2023-08-18
CUST_00225,EXT_00716,userext_00716@email.com,CE,low,2023-01-15,2023-05-26
CUST_00226,EXT_00624,userext_00624@email.com,RJ,mid,2023-06-09,2023-09-28
CUST_00227,EXT_00015,userext_00015@email.com,BA,,2023-02-17,2023-03-16
CUST_00228,EXT_00862,userext_00862@email.com,SP,,2023-03-02,2023-07-15
CUST_00229,EXT_00853,userext_00853@email.com,RJ,,2024-01-02,2024-02-15
CUST_00230,EXT_00522,userext_00522@email.com,,high,2023-08-01,2024-01-31
CUST_00231,EXT_00495,userext_00495@email.com,CE,mid,2023-08-22,2023-12-11
CUST_00232,EXT_00149,userext_00149@email.com,CE,mid,2023-11-03,2024-02-11
CUST_00233,EXT_00765,userext_00765@email.com,RJ,low,2023-05-22,2023-11-05
CUST_00234,EXT_00809,userext_00809@email.com,CE,high,2023-09-17,2023-10-25
CUST_00235,EXT_00841,userext_00841@email.com,SP,high,2024-01-07,2024-02-22
CUST_00236,EXT_00858,userext_00858@email.com,BA,,2023-03-18,2023-06-10
CUST_00237,EXT_00552,userext_00552@email.com,CE,high,2023-06-20,2023-10-09
CUST_00238,EXT_00782,userext_00782@email.com,BA,,2023-08-22,2023-10-13
CUST_00239,EXT_00891,userext_00891@email.com,RJ,mid,2023-10-20,2023-12-27
CUST_00240,EXT_00240,userext_00240@email.com,CE,low,2023-06-12,2023-11-19
CUST_00241,EXT_00485,userext_00485@email.com,,,2023-07-17,2023-12-03
CUST_00242,EXT_00812,userext_00812@email.com,,mid,2023-09-11,2023-08-21
CUST_00243,EXT_00130,userext_00130@email.com,BA,high,2023-02-21,2023-09-02
CUST_00244,EXT_00866,userext_00866@email.com,CE,low,2023-09-27,2023-12-22
CUST_00245,EXT_00016,userext_00016@email.com,,mid,2023-07-29,2024-02-06
CUST_00246,EXT_00671,userext_00671@email.com,RJ,low,2023-08-29,2024-02-15
CUST_00247,EXT_00272,userext_00272@email.com,MG,,2023-11-29,2023-11-19
CUST_00248,EXT_00873,userext_00873@email.com,MG,,2023-06-12,2023-10-20
CUST_00249,EXT_00736,userext_00736@email.com,CE,low,2023-11-13,2023-10-31
CUST_00250,EXT_00241,userext_00241@email.com,,high,2023-04-27,2023-10-05
CUST_00251,EXT_00093,userext_00093@email.com,CE,low,2024-01-25,2024-06-05
CUST_00252,EXT_00721,userext_00721@email.com,SP,,2023-03-27,2023-08-21
CUST_00253,EXT_00307,userext_00307@email.com,SP,low,2023-06-16,2023-12-06
CUST_00254,EXT_00058,userext_00058@email.com,MG,high,2023-07-11,2023-09-29
CUST_00255,EXT_00150,userext_00150@email.com,RJ,,2023-10-17,2024-03-09
CUST_00256,EXT_00812,userext_00812@email.com,RJ,mid,2023-03-31,2023-03-21
CUST_00257,EXT_00625,userext_00625@email.com,CE,mid,2023-09-12,2024-01-09
CUST_00258,EXT_00147,userext_00147@email.com,RJ,,2023-11-23,2023-12-28
CUST_00259,EXT_00471,userext_00471@email.com,MG,low,2023-08-27,2024-03-14
CUST_00260,EXT_00295,userext_00295@email.com,,mid,2023-02-07,2023-05-01
CUST_00261,EXT_00354,userext_00354@email.com,BA,high,2023-11-24,2024-02-10
CUST_00262,EXT_00707,userext_00707@email.com,MG,,2023-06-04,2023-06-24
CUST_00263,EXT_00394,userext_00394@email.com,CE,low,2023-05-02,2023-07-08
CUST_00264,EXT_00586,userext_00586@email.com,MG,high,2023-12-25,2024-02-08
CUST_00265,EXT_00023,userext_00023@email.com,,,2023-05-21,2023-04-23
CUST_00266,EXT_00580,userext_00580@email.com,,low,2023-11-07,2024-04-15
CUST_00267,EXT_00509,userext_00509@email.com,MG,mid,2023-11-07,2024-04-30
CUST_00268,EXT_00361,userext_00361@email.com,RJ,mid,2023-11-14,2023-12-18
CUST_00269,EXT_00695,userext_00695@email.com,,mid,2023-11-18,2023-11-12
CUST_00270,EXT_00643,userext_00643@email.com,,low,2023-06-08,2023-11-26
CUST_00271,EXT_00452,userext_00452@email.com,SP,high,2024-01-10,2024-01-13
CUST_00272,EXT_00093,userext_00093@email.com,MG,high,2024-01-18,2024-04-03
CUST_00273,EXT_00180,userext_00180@email.com,RJ,mid,2023-10-04,2024-04-15
CUST_00274,EXT_00375,userext_00375@email.com,BA,high,2023-03-26,2023-04-30
CUST_00275,EXT_00845,userext_00845@email.com,CE,high,2024-01-18,2024-07-28
CUST_00276,EXT_00347,userext_00347@email.com,SP,,2023-02-08,2023-02-14
CUST_00277,EXT_00773,userext_00773@email.com,RJ,,2023-10-13,2023-12-15
CUST_00278,EXT_00093,userext_00093@email.com,CE,low,2023-05-16,2023-08-31
CUST_00279,EXT_00127,userext_00127@email.com,CE,high,2023-12-11,2024-05-20
CUST_00280,EXT_00689,userext_00689@email.com,MG,,2023-11-23,2024-01-27
CUST_00281,EXT_00111,userext_00111@email.com,,mid,2023-08-30,2023-08-06
CUST_00282,EXT_00635,userext_00635@email.com,BA,high,2023-11-09,2023-12-05
CUST_00283,EXT_00664,userext_00664@email.com,SP,,2023-12-25,2024-02-10
CUST_00284,EXT_00665,userext_00665@email.com,CE,low,2023-03-13,2023-02-22
CUST_00285,EXT_00039,userext_00039@email.com,MG,,2023-03-01,2023-02-23
CUST_00286,EXT_00241,userext_00241@email.com,BA,mid,2023-07-18,2023-10-12
CUST_00287,EXT_00380,userext_00380@email.com,,,2023-10-28,2024-04-05
CUST_00288,EXT_00745,userext_00745@email.com,RJ,,2023-12-02,2023-11-27
CUST_00289,EXT_00854,userext_00854@email.com,CE,,2023-05-24,2023-05-02
CUST_00290,EXT_00707,userext_00707@email.com,MG,mid,2023-08-16,2023-11-07
CUST_00291,EXT_00242,userext_00242@email.com,MG,low,2023-12-18,2024-02-20
CUST_00292,EXT_00558,userext_00558@email.com,,high,2023-02-01,2023-04-13
CUST_00293,EXT_00283,userext_00283@email.com,RJ,low,2023-08-21,2023-08-14
CUST_00294,EXT_00679,userext_00679@email.com,RJ,low,2023-01-26,2023-07-16
CUST_00295,EXT_00342,userext_00342@email.com,RJ,mid,2023-10-17,2023-11-08
CUST_00296,EXT_00071,userext_00071@email.com,BA,mid,2023-10-28,2023-11-22
CUST_00297,EXT_00833,userext_00833@email.com,RJ,high,2024-02-01,2024-02-08
CUST_00298,EXT_00808,userext_00808@email.com,BA,low,2023-05-22,2023-11-27
CUST_00299,EXT_00149,userext_00149@email.com,RJ,high,2023-03-31,2023-03-29
CUST_00300,EXT_00677,userext_00677@email.com,SP,mid,2023-01-08,2023-03-10
CUST_00301,EXT_00809,userext_00809@email.com,RJ,high,2023-01-09,2023-01-23
CUST_00302,EXT_00272,userext_00272@email.com,SP,mid,2024-01-15,2024-04-01
CUST_00303,EXT_00539,userext_00539@email.com,SP,low,2023-09-01,2023-11-24
CUST_00304,EXT_00797,userext_00797@email.com,MG,low,2023-08-20,2023-11-26
CUST_00305,EXT_00227,userext_00227@email.com,BA,low,2024-01-08,2024-06-26
CUST_00306,EXT_00888,userext_00888@email.com,,high,2023-08-23,2024-01-04
CUST_00307,EXT_00032,userext_00032@email.com,SP,,2023-07-25,2023-10-12
CUST_00308,EXT_00703,userext_00703@email.com,SP,,2023-12-31,2024-03-23
CUST_00309,EXT_00076,userext_00076@email.com,SP,high,2023-11-08,2023-11-15
CUST_00310,EXT_00068,userext_00068@email.com,RJ,high,2023-11-16,2024-03-27
CUST_00311,EXT_00600,userext_00600@email.com,BA,high,2023-07-15,2023-11-14
CUST_00312,EXT_00544,userext_00544@email.com,MG,,2023-09-16,2024-01-18
CUST_00313,EXT_00441,userext_00441@email.com,SP,low,2023-12-02,2024-04-16
CUST_00314,EXT_00899,userext_00899@email.com,BA,mid,2023-08-09,2023-11-02
CUST_00315,EXT_00234,userext_00234@email.com,CE,high,2023-08-21,2023-11-01
CUST_00316,EXT_00426,userext_00426@email.com,,low,2023-06-10,2023-08-28
CUST_00317,EXT_00321,userext_00321@email.com,,high,2023-07-11,2023-07-20
CUST_00318,EXT_00704,userext_00704@email.com,CE,low,2023-02-16,2023-08-17
CUST_00319,EXT_00088,userext_00088@email.com,SP,,2023-02-19,2023-07-29
CUST_00320,EXT_00757,userext_00757@email.com,MG,mid,2023-10-12,2023-09-27
CUST_00321,EXT_00601,userext_00601@email.com,BA,high,2023-12-10,2023-12-11
CUST_00322,EXT_00421,userext_00421@email.com,MG,,2024-01-05,2023-12-19
CUST_00323,EXT_00295,userext_00295@email.com,BA,high,2023-06-30,2023-06-26
CUST_00324,EXT_00592,userext_00592@email.com,BA,mid,2023-03-21,2023-08-06
CUST_00325,EXT_00494,userext_00494@email.com,RJ,low,2023-06-29,2024-01-01
